Category,City,Country,Customer ID,Customer Name,Year,Quarter,Month,Day,Order ID,Payment Mode,Product ID,Product Name,Sum of Profit,Sum of Quantity,Region,Returns,Sum of Row ID+O6G3A1:R6,Sum of Sales,Segment,Year,Quarter,Month,Day,Sum of Ship Days,Ship Mode,State,Sub-Category
Furniture,Springfield,United States,MP-18175,Mike Pelletier,2019,Qtr 4,December,15,US-2019-127334,COD,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,-304.6653,3,West,0,6647,564.195,Home Office,2019,Qtr 4,December,21,6,Standard Class,Oregon,Tables
Furniture,Springfield,United States,PM-18940,Paul MacIntyre,2019,Qtr 4,December,9,CA-2019-102092,Online,FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",158.529,7,South,0,8555,1056.86,Consumer,2019,Qtr 4,December,11,2,First Class,Virginia,Tables
Furniture,Springfield,United States,PP-18955,Paul Prost,2019,Qtr 4,November,10,CA-2019-145177,Cards,FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,29.6576,7,East,0,3639,148.288,Home Office,2019,Qtr 4,November,14,4,Standard Class,Ohio,Furnishings
Furniture,Springfield,United States,SR-20425,Sharelle Roach,2020,Qtr 4,November,2,CA-2020-120061,Online,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,-35.5136,2,East,0,8399,199.372,Home Office,2020,Qtr 4,November,7,5,Second Class,Ohio,Chairs
Furniture,Springfield,United States,TB-21595,Troy Blackwell,2019,Qtr 1,March,29,CA-2019-127236,Online,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",-167.986,5,East,0,6382,299.975,Consumer,2019,Qtr 2,April,2,4,Standard Class,Ohio,Bookcases
Furniture,Stockton,United States,ML-17755,Max Ludwig,2020,Qtr 4,December,1,CA-2020-103968,Cards,FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",107.0388,9,West,0,8889,669.64,Home Office,2020,Qtr 4,December,7,6,Standard Class,California,Furnishings
Furniture,Suffolk,United States,ML-17755,Max Ludwig,2019,Qtr 3,August,4,CA-2019-110254,COD,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,46.116,9,South,0,1766,109.8,Home Office,2019,Qtr 3,August,8,4,Standard Class,Virginia,Furnishings
Furniture,Suffolk,United States,RS-19420,Ricardo Sperren,2020,Qtr 3,July,15,US-2020-128951,Cards,FUR-TA-10004575,Hon 5100 Series Wood Tables,157.1292,3,South,0,7691,901.94,Corporate,2020,Qtr 3,July,17,2,First Class,Virginia,Tables
Furniture,Sunnyvale,United States,JB-15400,Jennifer Braxton,2020,Qtr 4,November,9,CA-2020-158246,Online,FUR-CH-10003061,"Global Leather Task Chair, Black",-2.6997,3,West,0,2122,229.976,Corporate,2020,Qtr 4,November,11,2,First Class,California,Chairs
Furniture,Superior,United States,EM-14140,Eugene Moren,2019,Qtr 2,May,30,CA-2019-152730,COD,FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",21.33,5,Central,0,7255,47.4,Home Office,2019,Qtr 2,June,4,5,Standard Class,Wisconsin,Furnishings
Furniture,Tallahassee,United States,KC-16675,Kimberly Carter,2019,Qtr 2,May,28,CA-2019-138695,Cards,FUR-CH-10003833,Novimex Fabric Task Chair,-24.392,8,South,0,3169,390.272,Corporate,2019,Qtr 2,June,3,6,Standard Class,Florida,Chairs
Furniture,Tallahassee,United States,PO-18850,Patrick O'Brill,2020,Qtr 3,August,23,CA-2020-129021,COD,FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",0.4176,2,South,0,4301,101.784,Consumer,2020,Qtr 3,August,26,3,Second Class,Florida,Furnishings
Furniture,Tampa,United States,CS-12400,Christopher Schild,2020,Qtr 2,April,7,US-2020-100930,COD,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,-248.2458,3,South,0,233,648.6145,Home Office,2020,Qtr 2,April,12,5,Standard Class,Florida,Tables
Furniture,Tampa,United States,CS-12400,Christopher Schild,2020,Qtr 2,April,7,US-2020-100930,Online,FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",0,3,South,0,235,275.072,Home Office,2020,Qtr 2,April,12,5,Standard Class,Florida,Furnishings
Furniture,Tampa,United States,CS-12400,Christopher Schild,2020,Qtr 2,April,7,US-2020-100930,Online,FUR-TA-10001705,Bush Advantage Collection Round Conference Table,-102.048,2,South,0,232,255.86,Home Office,2020,Qtr 2,April,12,5,Standard Class,Florida,Tables
Furniture,Tampa,United States,SW-20455,Shaun Weien,2020,Qtr 3,July,17,CA-2020-139948,COD,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",2.1736,2,South,0,2440,92.904,Consumer,2020,Qtr 3,July,22,5,Standard Class,Florida,Furnishings
Furniture,Taylor,United States,AJ-10945,Ashley Jarboe,2019,Qtr 4,November,18,CA-2019-115378,Online,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,33.2156,2,Central,0,5163,301.96,Consumer,2019,Qtr 4,November,23,5,Second Class,Michigan,Chairs
Furniture,Tempe,United States,EP-13915,Emily Phan,2019,Qtr 4,October,18,US-2019-159856,Online,FUR-CH-10003396,Global Deluxe Steno Chair,-34.641,5,West,0,2886,307.92,Consumer,2019,Qtr 4,October,22,4,Standard Class,Arizona,Chairs
Furniture,Thornton,United States,LC-16870,Lena Cacioppo,2020,Qtr 4,December,3,CA-2020-118017,Cards,FUR-FU-10004053,DAX Two-Tone Silver Metal Document Frame,4.6552,1,West,0,7888,118.192,Consumer,2020,Qtr 4,December,6,3,Second Class,Colorado,Furnishings
Furniture,Thornton,United States,LC-16870,Lena Cacioppo,2020,Qtr 4,December,3,CA-2020-118017,Cards,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",3.344,5,West,0,7887,132.72,Consumer,2020,Qtr 4,December,6,3,Second Class,Colorado,Furnishings
Furniture,Thornton,United States,LC-16870,Lena Cacioppo,2020,Qtr 4,December,3,CA-2020-118017,Cards,FUR-FU-10004351,Staple-based wall hangings,7.0128,3,West,0,7886,117.376,Consumer,2020,Qtr 4,December,6,3,Second Class,Colorado,Furnishings
Furniture,Thousand Oaks,United States,DL-13495,Dionis Lloyd,2020,Qtr 4,October,15,CA-2020-142643,COD,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",9.3152,1,West,0,6837,107.72,Corporate,2020,Qtr 4,October,20,5,Standard Class,California,Furnishings
Furniture,Tigard,United States,MG-17890,Michael Granlund,2020,Qtr 2,May,30,CA-2020-121125,COD,FUR-FU-10000820,Tensor Brushed Steel Torchiere Floor Lamp,-0.3398,1,West,0,7414,123.592,Home Office,2020,Qtr 2,June,3,4,Standard Class,Oregon,Furnishings
Furniture,Toledo,United States,MF-17665,Maureen Fritzler,2019,Qtr 1,January,9,CA-2019-126543,Cards,FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",3.792,2,East,0,3702,15.168,Corporate,2019,Qtr 1,January,13,4,Second Class,Ohio,Furnishings
Furniture,Torrance,United States,RW-19630,Rob Williams,2019,Qtr 4,December,13,CA-2019-142958,Cards,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,41.7852,4,West,0,943,1114.272,Corporate,2019,Qtr 4,December,20,7,Standard Class,California,Tables
Furniture,Trenton,United States,RF-19735,Roland Fjeld,2020,Qtr 4,October,2,CA-2020-126074,COD,FUR-FU-10003577,Nu-Dell Leatherette Frames,56.7864,11,Central,0,751,204.74,Consumer,2020,Qtr 4,October,6,4,Standard Class,Michigan,Furnishings
Furniture,Troy,United States,BC-11125,Becky Castell,2019,Qtr 2,April,4,CA-2019-123050,Online,FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",7.4376,2,East,0,8228,82.64,Home Office,2019,Qtr 2,April,8,4,Second Class,New York,Furnishings
Furniture,Troy,United States,CK-12325,Christine Kargatis,2020,Qtr 1,February,17,CA-2020-109085,Online,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,-12.849,5,East,1,9348,938.43,Home Office,2020,Qtr 1,February,20,3,First Class,Ohio,Chairs
Furniture,Troy,United States,CK-12325,Christine Kargatis,2020,Qtr 1,February,17,CA-2020-109085,Online,FUR-FU-10004973,Flat Face Poster Frame,8.2896,2,East,1,9347,126.144,Home Office,2020,Qtr 1,February,20,3,First Class,Ohio,Furnishings
Furniture,Troy,United States,CK-12325,Christine Kargatis,2020,Qtr 1,February,17,CA-2020-109085,Online,FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",-106.393,5,East,1,9344,504.97,Home Office,2020,Qtr 1,February,20,3,First Class,Ohio,Tables
Furniture,Troy,United States,JE-15475,Jeremy Ellison,2019,Qtr 4,October,27,CA-2019-152632,Cards,FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,19.296,3,East,0,479,40.2,Consumer,2019,Qtr 4,November,2,6,Standard Class,New York,Furnishings
Furniture,Troy,United States,TB-21055,Ted Butterfield,2019,Qtr 2,June,17,CA-2019-111682,Online,FUR-CH-10003968,Novimex Turbo Task Chair,7.098,5,East,0,58,319.41,Consumer,2019,Qtr 2,June,18,1,First Class,New York,Chairs
Furniture,Tucson,United States,AB-10600,Ann Blume,2020,Qtr 4,November,10,US-2020-155425,Online,FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,-146.1096,4,West,0,1368,931.136,Corporate,2020,Qtr 4,November,11,1,First Class,Arizona,Chairs
Furniture,Tucson,United States,ES-14080,Erin Smith,2019,Qtr 4,December,19,CA-2019-134936,Online,FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",-218.8656,6,West,0,5543,455.97,Corporate,2019,Qtr 4,December,25,6,Standard Class,Arizona,Tables
Furniture,Tulsa,United States,CL-12565,Clay Ludtke,2020,Qtr 1,March,21,CA-2020-119452,Cards,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",523.7052,6,Central,0,4429,1839.88,Consumer,2020,Qtr 1,March,27,6,Standard Class,Oklahoma,Chairs
Furniture,Tulsa,United States,DN-13690,Duane Noonan,2020,Qtr 2,May,27,CA-2020-136882,Online,FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",138.417,5,Central,0,9448,521.3,Consumer,2020,Qtr 2,June,3,7,Standard Class,Oklahoma,Furnishings
Furniture,Tulsa,United States,HW-14935,Helen Wasserman,2019,Qtr 4,October,31,CA-2019-140130,COD,FUR-CH-10002084,Hon Mobius Operator's Chair,81.1734,3,Central,0,6420,368.97,Corporate,2019,Qtr 4,November,5,5,Standard Class,Oklahoma,Chairs
Furniture,Tuscaloosa,United States,SR-20425,Sharelle Roach,2020,Qtr 4,December,22,CA-2020-100412,Online,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",35.49,2,South,0,7151,328.96,Home Office,2020,Qtr 4,December,26,4,Standard Class,Alabama,Chairs
Furniture,Twin Falls,United States,JD-16150,Justin Deggeller,2019,Qtr 3,September,15,CA-2019-116911,COD,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,259.5297,3,West,0,8784,1128.39,Corporate,2019,Qtr 3,September,20,5,Standard Class,Idaho,Tables
Furniture,Tyler,United States,CD-11980,Carol Darley,2020,Qtr 1,March,18,US-2020-119438,COD,FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",-41.262,3,Central,0,679,113.524,Consumer,2020,Qtr 1,March,23,5,Standard Class,Texas,Furnishings
Furniture,Utica,United States,MC-17590,Matt Collister,2019,Qtr 3,September,12,CA-2019-113082,Online,FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",14.5728,2,East,0,8807,40.48,Corporate,2019,Qtr 3,September,16,4,Standard Class,New York,Furnishings
Furniture,Vallejo,United States,RB-19465,Rick Bensley,2019,Qtr 2,May,20,CA-2019-115917,Cards,FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,272.792,5,West,0,639,1049.2,Home Office,2019,Qtr 2,May,25,5,Standard Class,California,Furnishings
Furniture,Vancouver,United States,AR-10825,Anthony Rawles,2019,Qtr 4,December,11,CA-2019-160745,COD,FUR-FU-10001935,3M Hangers With Command Adhesive,6.068,4,West,0,649,14.8,Corporate,2019,Qtr 4,December,16,5,Second Class,Washington,Furnishings
Furniture,Vancouver,United States,JW-15220,Jane Waco,2020,Qtr 4,October,30,CA-2020-139661,Online,FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,3.6632,2,West,0,1494,115.64,Corporate,2020,Qtr 4,November,3,4,Standard Class,Washington,Furnishings
Furniture,Vineland,United States,BB-11545,Brenda Bowman,2019,Qtr 4,December,26,CA-2019-155166,COD,FUR-CH-10003968,Novimex Turbo Task Chair,25.5528,3,East,0,5033,212.94,Corporate,2020,Qtr 1,January,2,7,Standard Class,New Jersey,Chairs
Furniture,Vineland,United States,CA-12775,Cynthia Arntzen,2020,Qtr 2,May,12,CA-2020-122175,COD,FUR-FU-10000719,"DAX Cubicle Frames, 8-1/2 x 11",15.426,5,East,0,6667,131.85,Consumer,2020,Qtr 2,May,14,2,Second Class,New Jersey,Furnishings
Furniture,Vineland,United States,MB-18085,Mick Brown,2019,Qtr 1,March,11,US-2019-128902,Cards,FUR-TA-10001095,Chromcraft Round Conference Tables,-31.3722,2,East,0,1462,244.006,Consumer,2019,Qtr 1,March,15,4,Standard Class,New Jersey,Tables
Furniture,Virginia Beach,United States,LW-17125,Liz Willingham,2019,Qtr 4,November,5,CA-2019-157280,Cards,FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",71.2296,2,South,0,8963,273.96,Consumer,2019,Qtr 4,November,7,2,First Class,Virginia,Furnishings
Furniture,Virginia Beach,United States,LW-17125,Liz Willingham,2019,Qtr 4,November,5,CA-2019-157280,Online,FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",75.68,5,South,0,8965,756.8,Consumer,2019,Qtr 4,November,7,2,First Class,Virginia,Furnishings
Furniture,Virginia Beach,United States,OT-18730,Olvera Toch,2020,Qtr 4,October,26,CA-2020-162173,COD,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",60.6645,5,South,0,6664,382.85,Consumer,2020,Qtr 4,November,1,6,Standard Class,Virginia,Tables
Furniture,Waco,United States,CA-12265,Christina Anderson,2020,Qtr 4,October,19,CA-2020-106432,COD,FUR-BO-10004360,Rush Hierlooms Collection Rich Wood Bookcases,-91.7586,3,Central,0,5176,364.3992,Consumer,2020,Qtr 4,October,24,5,Standard Class,Texas,Bookcases
Furniture,Washington,United States,DA-13450,Dianna Arnett,2020,Qtr 1,January,12,US-2020-158512,Cards,FUR-FU-10004973,Flat Face Poster Frame,15.8256,2,East,0,1847,164.68,Home Office,2020,Qtr 1,January,17,5,Second Class,District of Columbia,Furnishings
Furniture,Washington,United States,TB-21280,Toby Braunhardt,2019,Qtr 2,May,26,CA-2019-157266,Online,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,17.3754,3,East,0,1642,41.37,Consumer,2019,Qtr 2,June,1,6,Standard Class,District of Columbia,Furnishings
Furniture,Waterbury,United States,AG-10900,Arthur Gainer,2019,Qtr 2,May,17,CA-2019-158435,COD,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,17.324,4,East,0,4707,173.24,Consumer,2019,Qtr 2,May,18,1,First Class,Connecticut,Furnishings
Furniture,Watertown,United States,EH-13765,Edward Hooks,2020,Qtr 3,August,17,US-2020-111423,Cards,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,97.6524,2,East,0,1921,482.564,Corporate,2020,Qtr 3,August,19,2,First Class,New York,Chairs
Furniture,Watertown,United States,MA-17995,Michelle Arnett,2020,Qtr 2,June,27,CA-2020-123638,COD,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",31.941,3,East,0,2957,228.646,Home Office,2020,Qtr 3,July,4,7,Standard Class,New York,Chairs
Furniture,Waynesboro,United States,AB-10060,Adam Bellavance,2019,Qtr 1,March,13,US-2019-108637,Cards,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",40.9216,2,South,0,2364,127.88,Home Office,2019,Qtr 1,March,18,5,Standard Class,Virginia,Furnishings
Furniture,West Allis,United States,TS-21160,Theresa Swint,2019,Qtr 3,August,13,CA-2019-156251,Online,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,24.196,2,Central,0,3763,241.96,Corporate,2019,Qtr 3,August,18,5,Second Class,Wisconsin,Bookcases
Furniture,Westfield,United States,DW-13585,Dorothy Wardle,2020,Qtr 2,May,2,CA-2020-123134,COD,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,12.993,3,East,0,2518,159.93,Corporate,2020,Qtr 2,May,7,5,Standard Class,New Jersey,Furnishings
Furniture,Westfield,United States,PC-18745,Pamela Coakley,2019,Qtr 4,November,27,CA-2019-159639,Cards,FUR-FU-10001889,Ultra Door Pull Handle,10.4148,3,East,0,5902,31.56,Corporate,2019,Qtr 4,December,2,5,Standard Class,New Jersey,Furnishings
Furniture,Westminster,United States,JL-15505,Jeremy Lonsdale,2020,Qtr 3,August,7,CA-2020-156776,COD,FUR-CH-10002317,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,25.898,1,West,0,9186,257.184,Consumer,2020,Qtr 3,August,11,4,Standard Class,California,Chairs
Furniture,Westminster,United States,JL-15505,Jeremy Lonsdale,2020,Qtr 3,August,7,CA-2020-156776,COD,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",15.525,1,West,0,9185,100.75,Consumer,2020,Qtr 3,August,11,4,Standard Class,California,Furnishings
Furniture,Westminster,United States,TC-21295,Toby Carlisle,2020,Qtr 3,July,14,CA-2020-121048,COD,FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",7.9128,3,West,0,7500,117.84,Consumer,2020,Qtr 3,July,18,4,Standard Class,California,Furnishings
Furniture,Westminster,United States,TC-21295,Toby Carlisle,2020,Qtr 3,July,14,CA-2020-121048,COD,FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",49.8042,3,West,0,7497,307.69,Consumer,2020,Qtr 3,July,18,4,Standard Class,California,Furnishings
Furniture,Wheeling,United States,NF-18385,Natalie Fritzler,2020,Qtr 4,October,12,CA-2020-130505,Cards,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",-76.9536,3,East,0,9487,699.344,Consumer,2020,Qtr 4,October,12,0,Same Day,West Virginia,Tables
Furniture,Wheeling,United States,SE-20110,Sanjit Engle,2019,Qtr 3,September,8,US-2019-115455,Cards,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",-7.7748,2,Central,0,2591,14.136,Consumer,2019,Qtr 3,September,14,6,Standard Class,Illinois,Furnishings
Furniture,Wheeling,United States,SE-20110,Sanjit Engle,2019,Qtr 3,September,8,US-2019-115455,COD,FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,-300.735,3,Central,0,2592,601.47,Consumer,2019,Qtr 3,September,14,6,Standard Class,Illinois,Tables
Furniture,Wichita,United States,CD-11920,Carlos Daly,2019,Qtr 4,December,29,CA-2019-122019,COD,FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",23.9904,6,Central,0,5363,70.56,Consumer,2020,Qtr 1,January,2,4,Standard Class,Kansas,Furnishings
Furniture,Wilmington,United States,MM-17260,Magdelene Morse,2020,Qtr 3,July,15,CA-2020-166142,Online,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,-48.7839,3,East,1,2092,341.443,Consumer,2020,Qtr 3,July,19,4,Standard Class,Delaware,Tables
Furniture,Wilmington,United States,SC-20725,Steven Cartwright,2019,Qtr 2,June,12,CA-2019-103730,Online,FUR-FU-10002157,Artistic Insta-Plaque,18.3456,3,East,0,120,47.04,Consumer,2019,Qtr 2,June,15,3,First Class,Delaware,Furnishings
Furniture,Woodstock,United States,BG-11695,Brooke Gillingham,2019,Qtr 4,December,27,US-2019-162852,Online,FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",-12.0784,8,Central,0,2845,845.488,Corporate,2019,Qtr 4,December,31,4,Standard Class,Illinois,Chairs
Furniture,Yonkers,United States,KD-16270,Karen Daniels,2019,Qtr 1,March,1,US-2019-143819,COD,FUR-TA-10001095,Chromcraft Round Conference Tables,-264.9208,8,East,0,1083,836.592,Consumer,2019,Qtr 1,March,5,4,Standard Class,New York,Tables
Furniture,Yonkers,United States,TM-21490,Tony Molinari,2020,Qtr 3,July,27,CA-2020-108791,COD,FUR-FU-10004018,Tensor Computer Mounted Lamp,4.0203,1,East,0,5297,112.89,Consumer,2020,Qtr 3,July,31,4,Standard Class,New York,Furnishings
Furniture,York,United States,TS-21160,Theresa Swint,2019,Qtr 2,June,25,US-2019-152051,COD,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",-18.0882,3,East,0,2146,422.058,Corporate,2019,Qtr 2,June,29,4,Standard Class,Pennsylvania,Chairs
Office Supplies,Aberdeen,United States,JL-15505,Jeremy Lonsdale,2020,Qtr 4,November,11,CA-2020-167976,Cards,OFF-SU-10004661,Acme Titanium Bonded Scissors,6.63,3,Central,0,9261,107.5,Consumer,2020,Qtr 4,November,14,3,Second Class,South Dakota,Supplies
Office Supplies,Abilene,United States,DK-13375,Dennis Kane,2020,Qtr 4,December,11,CA-2020-165099,Cards,OFF-AP-10001634,Hoover Commercial Lightweight Upright Vacuum,-3.7584,2,Central,0,6990,360.392,Consumer,2020,Qtr 4,December,13,2,First Class,Texas,Appliances
Office Supplies,Akron,United States,EB-13705,Ed Braxton,2020,Qtr 4,October,20,CA-2020-147277,COD,OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,66.5408,2,East,0,455,715.408,Corporate,2020,Qtr 4,October,24,4,Standard Class,Ohio,Storage
Office Supplies,Akron,United States,JM-15865,John Murray,2020,Qtr 2,May,16,CA-2020-166576,COD,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",-55.256,2,East,0,4093,237.024,Consumer,2020,Qtr 2,May,18,2,First Class,Ohio,Storage
Office Supplies,Akron,United States,KH-16630,Ken Heidel,2020,Qtr 3,September,10,CA-2020-147403,COD,OFF-PA-10003302,Xerox 1906,28.7064,3,East,0,5370,133.056,Corporate,2020,Qtr 3,September,13,3,First Class,Ohio,Paper
Office Supplies,Akron,United States,MB-17305,Maria Bertelson,2020,Qtr 2,June,24,CA-2020-105074,Cards,OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,6.795,3,East,0,201,103.744,Consumer,2020,Qtr 2,June,29,5,Standard Class,Ohio,Paper
Office Supplies,Akron,United States,MD-17350,Maribeth Dona,2020,Qtr 3,September,4,CA-2020-109757,Cards,OFF-BI-10001634,Wilson Jones Active Use Binders,-3.0576,2,East,0,3563,88.368,Consumer,2020,Qtr 3,September,9,5,Second Class,Ohio,Binders
Office Supplies,Akron,United States,MD-17350,Maribeth Dona,2020,Qtr 3,September,4,CA-2020-109757,Cards,OFF-PA-10000007,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",3.744,4,East,0,3564,107.52,Consumer,2020,Qtr 3,September,9,5,Second Class,Ohio,Paper
Office Supplies,Akron,United States,MD-17350,Maribeth Dona,2020,Qtr 3,September,4,CA-2020-109757,COD,OFF-AR-10002335,DIXON Oriole Pencils,0.6192,4,East,0,3561,125.256,Consumer,2020,Qtr 3,September,9,5,Second Class,Ohio,Art
Office Supplies,Akron,United States,MD-17350,Maribeth Dona,2020,Qtr 3,September,4,CA-2020-109757,COD,OFF-BI-10004001,GBC Recycled VeloBinder Covers,-20.448,5,East,0,3562,122.56,Consumer,2020,Qtr 3,September,9,5,Second Class,Ohio,Binders
Office Supplies,Akron,United States,RD-19810,Ross DeVincentis,2019,Qtr 4,December,27,CA-2019-102596,COD,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",6.2292,6,East,0,8390,17.184,Home Office,2019,Qtr 4,December,30,3,First Class,Ohio,Fasteners
Office Supplies,Albuquerque,United States,BF-11215,Benjamin Farhat,2020,Qtr 1,March,13,CA-2020-106859,Cards,OFF-PA-10001534,Xerox 230,21.7728,7,West,0,3068,124.36,Home Office,2020,Qtr 1,March,18,5,Second Class,New Mexico,Paper
Office Supplies,Albuquerque,United States,BF-11215,Benjamin Farhat,2020,Qtr 1,March,13,CA-2020-106859,COD,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",25.424,8,West,0,3065,105.8,Home Office,2020,Qtr 1,March,18,5,Second Class,New Mexico,Storage
Office Supplies,Albuquerque,United States,BF-11215,Benjamin Farhat,2020,Qtr 1,March,13,CA-2020-106859,Online,OFF-PA-10001815,Xerox 1885,138.3552,6,West,0,3069,303.24,Home Office,2020,Qtr 1,March,18,5,Second Class,New Mexico,Paper
Office Supplies,Albuquerque,United States,DW-13195,David Wiener,2020,Qtr 3,September,22,US-2020-103226,COD,OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,12.231,3,West,0,4428,142.18,Corporate,2020,Qtr 3,September,28,6,Standard Class,New Mexico,Paper
Office Supplies,Albuquerque,United States,ML-18040,Michelle Lonsdale,2020,Qtr 4,October,12,CA-2020-168655,COD,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,29.952,3,West,0,2418,105.872,Corporate,2020,Qtr 4,October,18,6,Standard Class,New Mexico,Binders
Office Supplies,Albuquerque,United States,SV-20935,Susan Vittorini,2020,Qtr 4,December,28,CA-2020-122798,COD,OFF-PA-10004239,Xerox 1953,1.926,1,West,0,8099,131.28,Consumer,2021,Qtr 1,January,1,4,Standard Class,New Mexico,Paper
Office Supplies,Albuquerque,United States,SV-20935,Susan Vittorini,2020,Qtr 4,December,28,CA-2020-122798,COD,OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,34.2925,5,West,0,8098,453.25,Consumer,2021,Qtr 1,January,1,4,Standard Class,New Mexico,Storage
Office Supplies,Alexandria,United States,DD-13570,Dorothy Dickinson,2020,Qtr 4,November,19,CA-2020-110926,Online,OFF-FA-10000624,OIC Binder Clips,12.53,7,South,0,4138,138.06,Consumer,2020,Qtr 4,November,23,4,Standard Class,Virginia,Fasteners
Office Supplies,Alexandria,United States,TB-21400,Tom Boeckenhauer,2019,Qtr 2,April,14,CA-2019-164735,COD,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,12.18,5,South,0,2723,81.2,Consumer,2019,Qtr 2,April,19,5,Second Class,Virginia,Storage
Office Supplies,Allentown,United States,CJ-12010,Caroline Jumper,2019,Qtr 3,July,22,CA-2019-122392,COD,OFF-AR-10002221,12 Colored Short Pencils,0.364,2,East,0,1527,4.16,Consumer,2019,Qtr 3,July,27,5,Standard Class,Pennsylvania,Art
Office Supplies,Amarillo,United States,HG-15025,Hunter Glantz,2019,Qtr 4,October,1,CA-2019-111794,Online,OFF-PA-10000474,Easy-staple paper,9.5688,1,Central,0,2668,28.352,Consumer,2019,Qtr 4,October,1,0,Same Day,Texas,Paper
Office Supplies,Amarillo,United States,NM-18520,Neoma Murray,2019,Qtr 1,January,7,CA-2019-158806,Cards,OFF-PA-10004621,Xerox 212,9.072,5,Central,0,8032,25.92,Consumer,2019,Qtr 1,January,11,4,Standard Class,Texas,Paper
